"","cat1","cat2","cat3","cat4","cat5","cat6","cat7","prodname","vendor","ASIN","price","weight_lb","dim1_in","dim2_in","dim3_in","rating"
"1007","Baby Products","Car Seats & Accessories","Accessories","Automotive Seat Protector",NA,NA,NA,"Lusso Gear Car Seat Protector with Thickest Padding - Featuring XL Size (Best Coverage Available), Durable, Waterproof 600D Fabric, PVC Leather Reinforced Corners & 2 Large Pockets for Handy Storage","Lusso Gear","B07KQHSYHS",24.97,NA,NA,NA,NA,0.0818181818181818
"1008","Automotive","Car Care","Interior Care","Leather Care",NA,NA,NA,"Chemical Guys SPI_103_16 Sprayable Leather Cleaner and Conditioner in One (16 oz)","Chemical Guys","B00247DI3I",14.99,NA,NA,NA,NA,0.0818181818181818
"1009","Automotive","Car Care","Interior Care","Leather Care",NA,NA,NA,"Chemical Guys SPI_401_04 Vintage Series Leather Conditioner (4 oz)","Chemical Guys","B00TDOH5AM",16.48,NA,NA,NA,NA,0.0818181818181818
"1010","Automotive","Car Care","Interior Care","Leather Care",NA,NA,NA,"Chemical Guys Leather Cleaner and Conditioner Complete Leather Care Kit (4 Ounce) (2 Items)","Chemical Guys","B00TDOH516",2.1,NA,NA,NA,NA,0.0818181818181818
"1011","Automotive","Car Care","Interior Care","Leather Care",NA,NA,NA,"Chemical Guys HOL303 Leather Cleaner and Conditioner Care Kit, 4. Fluid_Ounces","Chemical Guys","B07FLBFV5K",38.16,NA,NA,NA,NA,0.0818181818181818
"1012","Automotive","Car Care","Interior Care","Leather Care",NA,NA,NA,"Weiman Leather Cleaner and Conditioner Trigger - 12 Ounce","Weiman","B007C5W4UK",29.5,NA,NA,NA,NA,0.0818181818181818
"1013","Automotive","Car Care","Interior Care","Leather Care",NA,NA,NA,"TriNova Leather Cleaner for Couch, Car Interior, Bags, Jackets, Saddles. Safe for use in Home or Car, Microfiber Included 18oz","TriNova","B00JIIZCM6",15.98,NA,NA,NA,NA,0.0818181818181818
"1014","Automotive","Car Care","Interior Care","Leather Care",NA,NA,NA,"Chemical Guys SPI_111_16 Leather Protectant - Dry-to-The-Touch Serum (16 oz)","Chemical Guys","B00FALW0UW",25.99,NA,NA,NA,NA,0.0818181818181818
"1015","Automotive","Car Care","Interior Care","Leather Care",NA,NA,NA,"Armor All Cleaning and Leather Care Wipes, 30 Count Each (Pack of 2)","Armor All","B07H4DPKSC",6.89,NA,NA,NA,NA,0.0818181818181818
"1016","Automotive","Lights & Lighting Accessories","Bulbs","Back Up Lights",NA,NA,NA,"ANTLINE Extremely Bright 921 912 906 T15 W16W LED Bulb White, CANBUS 48-SMD 4014 Chipsets 1300 Lumens LED Replacement for Car Backup Reverse Center High Mount Stop Light Bulbs(Pack of 2)","Antline","B07V22QKDN",12.16,NA,NA,NA,NA,0.0818181818181818
"1017","Automotive","Lights & Lighting Accessories","Bulbs","Back Up Lights",NA,NA,NA,"LUYED 2 X 1550 Lumens Extremely Bright Error Free 360-Degree Shine 921 912 W16W 3030 24-EX Chipsets LED Bulbs Used For Backup Reverse Lights, Xenon White","LUYED","B01LX4FMD1",13.96,NA,NA,NA,NA,0.0818181818181818
"1018","Automotive","Lights & Lighting Accessories","Bulbs",NA,NA,NA,NA,"Alla Lighting 921 LED Reverse Light Bulb CAN-BUS Xtreme Super Bright 4014 48-SMD RV Car 912 W16W T15 Backup Brake Stop Cargo Lights, 6000K Xenon White","Alla Lighting","B07G5SD5G5",10.14,NA,NA,NA,NA,0.0818181818181818
"1019","Automotive","Lights & Lighting Accessories","Bulbs","Back Up Lights",NA,NA,NA,"JDM ASTAR Extremely Bright 2000 Lumens 360-Degree Shine 921 912 90-EX Chipsets LED Bulbs For Backup Reverse Lights, Xenon White","JDM ASTAR","B01GGK6QDW",13.99,NA,NA,NA,NA,0.0818181818181818
"1020","Automotive","Lights & Lighting Accessories","Bulbs","Back Up Lights",NA,NA,NA,"Alla Lighting 912 921 LED Reverse Light Bulbs Extremely Super Bright 4014 30-SMD CANBUS 921 LED Bulbs RV T15 T10 906 W16W Back up, Cargo Lights Replacement, 6000K Xenon White","Alla Lighting","B072FHNZKW",15.54,NA,NA,NA,NA,0.0818181818181818
"1021","Automotive","Lights & Lighting Accessories","Bulbs","Back Up Lights",NA,NA,NA,"JDM ASTAR 1200 Lumens Extremely Bright 144-EX Chipsets 3056 3156 3057 3157 LED Bulbs with Projector for Backup Reverse Lights, Xenon White","JDM ASTAR","B00NPIUFMM",16.99,NA,NA,NA,NA,0.0818181818181818
"1022","Automotive","Lights & Lighting Accessories","Bulbs","Back Up Lights",NA,NA,NA,"Yorkim 912 921 LED Backup Light Bulbs High Power 2835 15-SMD Chipsets Extremely Bright Error Free T15 906 W16W for Back Up, Reverse, Tail, Brake Lights, 6000K White, Pack of 4","Yorkim","B01L3M9ORS",16.57,NA,NA,NA,NA,0.0818181818181818
"1023","Automotive","Lights & Lighting Accessories","Bulbs","Back Up Lights",NA,NA,NA,"iBrightstar Newest 9-30V Super Bright Error Free T15 912 W16W 921 LED Bulbs with Projector replacement for Back Up Reverse Lights, Truck Cargo Lights, 3rd Brake Lights, Xenon White","iBrightstar","B074RFY776",16.34,NA,NA,NA,NA,0.0818181818181818
"1024","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"Kuject 330PCS Solder and Seal Butt Connectors Kit, Self-Solder Heat Shrink Wire Connectors, Waterproof and Insulated Electrical Butt Splice for Marine Automotive Aircraft Boat Truck Wire Joint","Kuject","B07MFNSW37",49.99,NA,NA,NA,NA,0.0818181818181818
"1025","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Heat-Shrink Tubing",NA,NA,NA,"Kuject 530Pcs Self-Solder Wire Connectors and Heat Shrink Tubing Kit, Waterproof Heat Shrink Butt Connector & Shrink Wrap Tube, Solder Seal Insulated Electrical Butt Splices for Marine Car Wire Joint","Kuject","B07T1V33K8",16.99,0.45,NA,NA,NA,0.333333333333333
"1026","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"120Pcs Heat Shrink Butt Connectors, Kuject Electrical Crimp Heat Shrink Wire Connector Kit, Waterproof Insulated Butt Splice Terminal for Marine Automotive Boat Motorcycle Truck Trailer Wire Joint","Kuject","B07Y1BMC6K",5.97,0.53125,NA,NA,NA,0.333333333333333
"1027","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"Kuject 210pcs Heat Shrink Butt Connectors, Crimp Electrical Wire Connector Waterproof Insulated Butt Splice Terminal for Automotive Marine Boat Truck Trailer Stereo Wire Joint","Kuject","B07B518GCJ",19.99,0.2,5,7.6,1.8,0.333333333333333
"1028","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Disconnect",NA,NA,"Kuject 240Pcs T Tap Wire Connectors, 24-10 AWG Quick Splice Electric Wire Terminals, Self-Stripping Insulated Male Quick Disconnect Spade Terminals Assortment Kit with Case","Kuject","B07MPP6JV1",11.99,0.75,NA,NA,NA,0.333333333333333
"1029","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"Kuject 270PCS Solder Seal Wire Connectors, Self-Solder Heat Shrink Butt Connector Waterproof Insulated Electrical Butt Splice Wire Terminals for Marine Automotive Aircraft Boat Truck Stereo Wire Joint","Kuject","B07Z8SD8PB",20.92,NA,NA,NA,NA,0.0818181818181818
"1030","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"200Pcs Self-Solder Wire Connectors Small 26-22 AWG White, Kuject Solder Seal Butt Connectors Crimpless Waterproof Electrical Heat Shrink Butt Splice for Marine Boat Truck Trailer Car Light Wire Joint","Kuject","B07T2JXCD7",19.02,0.1,NA,NA,NA,0.333333333333333
"1031","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"300Pcs Solderless Wire Connectors 22-18 AWG Red, Kuject Solder Seal Crimpless Butt Connectors Waterproof Electrical Heat Shrink Butt Splice for Marine Boat Truck Trailer Car Light Stereo Wire Joint","Kuject","B07T2JWNNQ",22.75,0.3,NA,NA,NA,0.333333333333333
"1032","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"200Pcs Solder And Seal Wire Connectors 16-14 AWG Blue, Kuject Self-Solder Heat Shrink Butt Connectors Waterproof Electrical Crimpless Butt Splice For Automotive Marine Boat Truck Trailer Car Wire Join","Kuject","B07T2JWJBZ",13.58,0.4,NA,NA,NA,0.333333333333333
"1033","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"150Pcs Solder Seal Wire Connectors 12-10 AWG Yellow, Kuject Crimpless And Self-Solder Butt Connectors Waterproof Electrical Crimpless Heat Shrink Butt Splice For Aircraft Marine Boat Truck Trailer Wir","Kuject","B07T1HVTY7",43.4,0.35,NA,NA,NA,0.333333333333333
"1034","Industrial & Scientific","Industrial Electrical","Wiring & Connecting","Terminals","Butt",NA,NA,"160PCS Solder Seal Wire Connector Kit, Kuject Solderless & Crimpless Heat Shrink Butt Terminal Waterproof Insulated Electrical Butt Splice for Automotive Marine Boat Wire Joint","Kuject","B07T1HYJ9G",19.99,0.3,NA,NA,NA,0.333333333333333
"1035","Baby Products","Diapering","Wipes & Holders","Wipes & Refills",NA,NA,NA,"Baby Wipes, Pampers Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 576 Count Total Wipes","Pampers","B00FMWWN6U",14.59,11.2,7.9,9.3,11.9,0.0818181818181818
"1036","Baby Products","Feeding","Breastfeeding","Breast Pump Accessories",NA,NA,NA,"Medela Breast Milk Storage Bags, 100 Count, Ready to Use Breastmilk Bags for Breastfeeding, Self Standing Bag, Space Saving Flat Profile, Hygienically Pre-Sealed,  6 Ounce","Medela","B0723GXKJT",10.83,NA,NA,NA,NA,4
"1037","Baby Products","Feeding","Breastfeeding","Breast Pumps","Manual",NA,NA,"Haakaa Manual Breast Pump 4oz/100ml,2019 New Style","haakaa","B07CWK4S5W",12.94,NA,NA,NA,NA,0.0818181818181818
"1038","Baby Products","Baby Care","Pacifiers, Teethers & Teething Relief","Teethers",NA,NA,NA,"Nuby Ice Gel Teether Keys","Nu","B003N9M6YI",3.88,NA,NA,NA,NA,0.0818181818181818
"1039","Baby Products","Feeding","Bottle-Feeding","Bottle Accessories",NA,NA,NA,"Dr. Brown's Bottle Brush, Blue","Dr. Brown's","B000N0SNHY",3.99,NA,NA,NA,NA,0.0818181818181818
"1040","Baby Products","Baby Care","Health","Thermometers",NA,NA,NA,"Mosen Baby Thermometer, Thermometer for Fever Ear and Forehead, Kid and Adult Thermometer,4 Modes Digital Medical Infrared Thermometro for Body, Surface and Room","Mosen","B07MY715MQ",4.25,NA,NA,NA,NA,0.0818181818181818
"1041","Baby Products","Car Seats & Accessories","Car Seats","Convertible",NA,NA,NA,"Graco Extend2Fit Convertible Car Seat | Ride Rear Facing Longer with Extend2Fit, Gotham","Graco","B019EGMGR0",137.99,NA,NA,NA,NA,0.0818181818181818
"1042","Baby Products","Safety","Gates & Doorways",NA,NA,NA,NA,"Regalo Easy Step 38.5-Inch Extra Wide Walk Thru Baby Gate, Includes 6-Inch Extension Kit, 4 Pack Pressure Mount Kit, 4 Pack Wall Cups and Mounting Kit","Regalo","B001OC5UMQ",34.59,NA,NA,NA,NA,0.0818181818181818
"1043","Baby Products","Baby Care","Pacifiers, Teethers & Teething Relief","Pacifiers",NA,NA,NA,"Philips Avent Soothie Pacifier, Pink/Purple, 0-3 Months, 2 Count","Philips AVENT","B0045I6IA4",3.19,NA,NA,NA,NA,0.0818181818181818
"1044","Baby Products","Baby Care","Health","Nasal Aspirators",NA,NA,NA,"FSA or HSA eligible item","FridaBa","B00RP0GHBO",17.6,NA,NA,NA,NA,0.0818181818181818
"1045","Baby Products","Feeding","Solid Feeding","Cups",NA,NA,NA,"The First Years Take & Toss Spill Proof Straw Cups, 10 Ounce, Pack of 4","The First Years","B0054YZDWC",2.68,NA,NA,NA,NA,0.0818181818181818
"1046","Toys & Games","Baby & Toddler Toys","Sorting & Stacking Toys",NA,NA,NA,NA,"The First Years Stack Up Cup Toys","The First Years","B00005C5H4",3.99,NA,NA,NA,NA,0.0818181818181818
"1047","Baby Products","Feeding","Bottle-Feeding","Bottle Accessories",NA,NA,NA,"OXO Tot Bottle Brush with Nipple Cleaner and Stand, Gray","OXO Tot","B0771FFWQ2",5.59,NA,NA,NA,NA,0.0818181818181818
"1048","Baby Products","Diapering","Diaper Pails & Refills","Diaper Disposal Bags",NA,NA,NA,"ChoiceRefill Compatible with Diaper Genie Pails, 4-Pack, 1080 Count","ChoiceRefill","B073CLKNK3",31.36,NA,NA,NA,NA,0.0818181818181818
"1049","Baby Products","Diapering","Wipes & Holders","Wipes & Refills",NA,NA,NA,"Baby Wipes, Pampers Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 504 Count Total Wipes","Pampers","B01C3H4ZTY",13.98,10.1,7.9,9.3,11.9,0.0818181818181818
"1050","Baby Products","Travel Gear","Backpacks & Carriers","Soft Carriers",NA,NA,NA,"Infantino Flip 4-in-1 Convertible Carrier, Grey","Infantino","B00M0DWQYI",26.87,NA,NA,NA,NA,0.0818181818181818
"1051","Baby Products","Feeding","Solid Feeding","Cups",NA,NA,NA,"Munchkin Miracle 360 Trainer Cup, Green/Blue, 7 Oz, 2 Count","Munchkin","B00MRZIFD0",11.24,NA,NA,NA,NA,0.0818181818181818
"1052","Baby Products","Potty Training","Potties & Seats",NA,NA,NA,NA,"Summer My Size Potty, White – Realistic Potty Training Toilet Looks and Feels Like an Adult Toilet – Easy to Empty and Clean","Summer Infant","B0154FF8OS",24.88,NA,NA,NA,NA,0.0818181818181818
"1053","Tools & Home Improvement","Lighting & Ceiling Fans","Wall Lights","Night Lights",NA,NA,NA,"Hatch Baby Rest Sound Machine, Night Light and Time-to-Rise","Hatch Ba","B06XMRCC94",59.99,NA,NA,NA,NA,0.0818181818181818
"1054","Baby Products","Safety","Electrical Safety",NA,NA,NA,NA,"Mommy's Helper Outlet Plugs, 36 Count","Mommy's Helper","B00081J3N6",2.48,NA,NA,NA,NA,0.0818181818181818
"1055","Baby Products","Baby Care","Pacifiers, Teethers & Teething Relief","Pacifiers",NA,NA,NA,"Philips Avent Soothie Pacifier, Blue, 0-3 Months, 2 Count","Philips AVENT","B0045I6IAY",3.19,NA,NA,NA,NA,0.0818181818181818
"1056","Baby Products","Feeding","Food Storage",NA,NA,NA,NA,"Munchkin Snack Catcher, 2 Pack, Blue/Green","Munchkin","B01GKZNWTO",4.37,NA,NA,NA,NA,0.0818181818181818
"1057","Baby Products","Nursery","Bedding","Mattresses","Crib Mattresses",NA,NA,"Graco Premium Foam Crib and Toddler Mattress in a Box – GREENGUARD Gold Certified, Non-Toxic, Breathable, Removable Washable Water Resistant Outer Cover","Graco","B010S7VZI0",59.99,NA,NA,NA,NA,3
"1058","Baby Products","Nursery","Bedding","Baby Bedding","Playard Bedding",NA,NA,"American Baby Company Waterproof Fitted Crib and Toddler Protective Mattress Pad Cover, White (1 Count), for Boys and Girls","American Ba Company","B00MUZVKY8",11.99,NA,NA,NA,NA,3
"1059","Baby Products","Feeding","Bottle-Feeding","Warmers & Sterilizers",NA,NA,NA,"Philips Avent Fast Baby Bottle Warmer, SCF355/00","Philips AVENT","B00LJ64JR4",33.03,NA,NA,NA,NA,0.0818181818181818
"1060","Baby Products","Feeding","Solid Feeding","Utensils",NA,NA,NA,"Munchkin White Hot Safety Spoons 4 Ct","Munchkin","B0013NB70A",3.74,NA,NA,NA,NA,0.0818181818181818
"1061","Baby Products","Safety","Cabinet Locks & Straps",NA,NA,NA,NA,"Munchkin Xtraguard Dual Action Multi Use Latches, 2 Count","Munchkin","B007A2ZSZ8",6.17,NA,NA,NA,NA,6
"1062","Baby Products","Feeding","Solid Feeding","Cups",NA,NA,NA,"The First Years Take & Toss Spill-Proof Sippy Cups, 10 Ounce, 4 Count","The First Years","B000096M59",2.68,NA,NA,NA,NA,0.0818181818181818
"1063","Baby Products","Activity & Entertainment","Bouncers, Jumpers & Swings","Bouncers",NA,NA,NA,"Fisher-Price Baby's Bouncer Geo Meadow","Fisher-Price","B014D4HPXI",18.99,NA,NA,NA,NA,0.0818181818181818
"1064","Baby Products","Diapering","Cloth Diaper Accessories","Inserts & Liners",NA,NA,NA,"Sposie Booster Pads Diaper Doubler, 90 Count, 3 Packs of 30 Pads, No Adhesive for Easy repositioning, Fits Diaper Sizes 4-6","Select Kids","B0083973FK",27.99,NA,NA,NA,NA,0.0818181818181818
"1065","Baby Products","Feeding","Bottle-Feeding","Nipples",NA,NA,NA,"Dr. Brown's Original Nipple, Level 2 (3m+), (6 Count)","Dr. Brown's","B015XBYDLM",10.99,NA,NA,NA,NA,0.0818181818181818
"1066","Baby Products","Diapering","Wipes & Holders",NA,NA,NA,NA,"Baby Wipes, Pampers Aqua Pure Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 336 Count","Pampers","B077D3JKVR",14.68,7.4,9,9,7.6,0.0818181818181818
"1067","Baby Products","Activity & Entertainment","Bouncers, Jumpers & Swings","Swings",NA,NA,NA,"Graco Simple Sway Baby Swing | 2 Speed Vibration, Abbington","Graco","B00PTL15D6",59.99,NA,NA,NA,NA,0.0818181818181818
"1068","Electronics","Camera & Photo","Video Surveillance",NA,NA,NA,NA,"Infant Optics DXR-8 Video Baby Monitor with Interchangeable Optical Lens","Infant Optics","B00ECHYTBI",165.99,NA,NA,NA,NA,0.0818181818181818
"1069","Toys & Games","Baby & Toddler Toys","Musical Toys",NA,NA,NA,NA,"Baby Einstein Take Along Tunes Musical Toy, Ages 3 months +","Ba Einstein","B000YDDF6O",8.99,NA,NA,NA,NA,0.0818181818181818
"1070","Baby Products","Activity & Entertainment","Floor Seats & Loungers",NA,NA,NA,NA,"Boppy Original Newborn Lounger, Elephant Love Gray","Boppy","B014A7MABU",92.31,NA,NA,NA,NA,0.0818181818181818
"1071","Baby Products","Baby Care","Bathing",NA,NA,NA,NA,"Skip Hop Moby Bath Tear-Free Waterfall Rinser Bath Cup, Blue","Skip Hop","B00FXR5S20",6.99,NA,NA,NA,NA,0.0818181818181818
"1072","Baby Products","Baby Care","Pacifiers, Teethers & Teething Relief","Pacifiers",NA,NA,NA,"Philips Avent SCF190/01 Soothie 0-3mth Green/Green, 2 count","Philips AVENT","B0045I6IAO",3.64,NA,NA,NA,NA,0.0818181818181818
"1073","Baby Products","Diapering","Diaper Pails & Refills","Diaper Disposal Bags",NA,NA,NA,"Playtex Diaper Genie Carbon Filter, Ideal for Use with Diaper Genie Complete, Odor Eliminator, 4 Pack","Playtex","B01DQID0N6",3.59,NA,NA,NA,NA,0.0818181818181818
"1074","Baby Products","Diapering","Diaper Pails & Refills","Diaper Disposal Bags",NA,NA,NA,"Playtex Diaper Genie Complete Diaper Pail, Fully Assembled, with Odor Lock Technology, Includes 1 Pail & 1 Refill, White","Diaper Genie","B0713M8Z5L",37.44,NA,NA,NA,NA,0.0818181818181818
"1075","Baby Products","Feeding","Breastfeeding","Breast Shells & Creams",NA,NA,NA,"Lansinoh Soothies Breast Gel Pads for Breastfeeding and Nipple Relief, 2 Pads","Lansinoh","B002KGHUL4",27.14,NA,NA,NA,NA,0.0818181818181818
"1076","Baby Products","Feeding","Bibs & Burp Cloths","Bibs & Burp Cloths Sets",NA,NA,NA,"Muslin Burp Cloths 4 Pack Large 20"" by 10"" 100% Cotton 6 Layers Extra Absorbent and Soft by Synrroe","Synrroe","B07DLBP4XW",7.99,NA,NA,NA,NA,0.0818181818181818
"1077","Baby Products","Diapering","Wipes & Holders","Wipes & Refills",NA,NA,NA,"Munchkin Warm Glow Wipe Warmer","Munchkin","B000CNOIQ2",24.7,NA,NA,NA,NA,0.0818181818181818
"1078","Baby Products","Feeding","Breastfeeding","Breast Pump Accessories",NA,NA,NA,"Medela Breast Milk Storage Bags, 25 Count, Ready to Use Breastmilk Bags for Breastfeeding, Self Standing Bag, Space Saving Flat Profile, Hygienically Pre-Sealed,  6 Ounce","Medela","B0723GXKZC",19.08,NA,NA,NA,NA,0.222222222222222
"1079","Baby Products","Feeding","Breastfeeding","Breast Pump Accessories",NA,NA,NA,"Medela Breast Milk Storage Bags, 50 Count, Ready to Use Breastmilk Bags for Breastfeeding, Self Standing Bag, Space Saving Flat Profile, Hygienically Pre-Sealed,  6 Ounce","Medela","B0714Q4YJ9",19.47,NA,NA,NA,NA,0.285714285714286
"1080","Toys & Games","Baby & Toddler Toys","Sorting & Stacking Toys",NA,NA,NA,NA,"The First Years Stack Up Cups 2 Pack","The First Years","B00ZW5MZV0",7.9,NA,NA,NA,NA,0.0818181818181818
"1081","Toys & Games","Baby & Toddler Toys","Rattles & Plush Rings",NA,NA,NA,NA,"The First Years First Rattle","The First Years","B00083D754",7.5,NA,NA,NA,NA,0.0818181818181818
"1082","Toys & Games","Baby & Toddler Toys","Bath Toys",NA,NA,NA,NA,"The First Years Disney Baby Bath Squirt Toys, Finding Nemo","The First Years","B019JZORJ6",7.99,NA,NA,NA,NA,0.0818181818181818
"1083","Baby Products","Baby Care","Pacifiers, Teethers & Teething Relief","Teethers",NA,NA,NA,"The First Years Massaging Action Teether","The First Years","B00002JV9S",6.99,NA,NA,NA,NA,0.0818181818181818
"1084","Baby Products","Baby Care","Pacifiers, Teethers & Teething Relief","Teethers",NA,NA,NA,"The First Years First Keys Infant and Baby Toy","The First Years","B000V2Y5BW",3,NA,NA,NA,NA,0.0818181818181818
"1085","Baby Products","Baby Care","Pacifiers, Teethers & Teething Relief","Teethers",NA,NA,NA,"The First Years John Deere Massaging Corn Teether","The First Years","B0013FCBJO",7.99,NA,NA,NA,NA,0.0818181818181818
