"","cat1","cat2","cat3","cat4","cat5","cat6","cat7","prodname","vendor","ASIN","price","weight_lb","dim1_in","dim2_in","dim3_in","rating"
"3660","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Linenspa All- Season Hypoallergenic - Plush Microfiber Fill - Machine Washable Alternative Comforter, Twin, Gray Pinch Pleat","Linenspa","B081PMDZQX",49.99,NA,NA,NA,NA,0.0818181818181818
"3661","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Linenspa All- Season Reversible Alternative Hypoallergenic-Plush Fill-Machine Washable Microfiber Comforter, Twin, Gray/White Quatrefoil","Linenspa","B081PT66XT",44.99,NA,NA,NA,NA,0.0818181818181818
"3662","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Linenspa All-Season Reversible Down Alternative Quilted Comforter - Hypoallergenic - Plush Microfiber Fill - Machine Washable - Duvet Insert or Stand-Alone Comforter - Grey/White Stripe - Twin","Linenspa","B077YSDJBW",29.99,NA,NA,NA,NA,0.0818181818181818
"3663","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Linenspa All- Season Hypoallergenic - Plush Microfiber Fill - Machine Washable Alternative Comforter, Twin, Navy Pinch Pleat","Linenspa","B081PPD65M",49.99,NA,NA,NA,NA,0.0818181818181818
"3664","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Linenspa All-Season Reversible Down Alternative Quilted Comforter - Hypoallergenic - Plush Microfiber Fill - Machine Washable - Duvet Insert or Stand-Alone Comforter - Navy/Graphite - Twin","Linenspa","B01N9V66Y9",29.99,NA,NA,NA,NA,0.0818181818181818
"3665","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Linenspa All- Season Reversible Alternative Hypoallergenic-Plush Fill-Machine Washable Microfiber Comforter, Twin, Navy/White Quatrefoil","Linenspa","B081PFZKDT",44.99,NA,NA,NA,NA,0.0818181818181818
"3666","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"LINENSPA All-Season Reversible Down Alternative Quilted Comforter - Corner Duvet Tabs - Hypoallergenic - Plush Microfiber Fill - Box Stitched - Machine Washable - Sand / Mocha - Twin","Linenspa","B01GF5HMQI",29.99,NA,NA,NA,NA,0.0818181818181818
"3667","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"LINENSPA All-Season Reversible Down Alternative Quilted Comforter - Corner Duvet Tabs - Hypoallergenic - Plush Microfiber Fill - Box Stitched - Machine Washable - Stone / Charcoal - Twin","Linenspa","B01GF5HNA8",29.99,NA,NA,NA,NA,0.0818181818181818
"3668","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Linenspa All- Season Hypoallergenic - Plush Microfiber Fill - Machine Washable Alternative Comforter, Twin, White Pinch Pleat","Linenspa","B081PPW47X",49.99,NA,NA,NA,NA,0.0818181818181818
"3669","Home & Kitchen","Bedding","Comforters & Sets","Comforters",NA,NA,NA,"AmazonBasics Reversible Microfiber Bed Comforter, Twin / Twin XL, White","AmazonBasics","B01MY9O8JG",20.69,NA,NA,NA,NA,0.0818181818181818
"3670","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Utopia Bedding Comforter Duvet Insert - Quilted Comforter with Corner Tabs - Box Stitched Down Alternative Comforter (Twin, White)","Utopia Bedding","B00S1TC3V6",24.99,NA,NA,NA,NA,0.0818181818181818
"3671","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Twin Comforter Duvet Insert White - Hypoallergenic Plush Fiberfill, Lightweight Down Alternative Comforter by LLOVSOUL (68x90 inches) Summer Comforter","L LOVSOUL","B073F2X28R",29,NA,NA,NA,NA,0.0818181818181818
"3672","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"Utopia Bedding Down Alternative Comforter (Twin, White) - All Season Comforter - Plush Siliconized Fiberfill Duvet Insert - Box Stitched","Utopia Bedding","B01JPECQF8",21.99,NA,NA,NA,NA,0.0818181818181818
"3673","Home & Kitchen","Bedding","Duvets, Covers & Sets","Duvets & Down Comforters",NA,NA,NA,"WhatsBedding 100% Cotton Down Comforter White Goose Duck Down and Feather Filling All Season Duvet Insert or Stand-Alone Comforter (Twin)","WhatsBedding","B078MF52LH",49.99,NA,NA,NA,NA,0.0818181818181818
"3674","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Blackout Curtain Panels for Girls Room, Nursery Essential Thermal Insulated Solid Grommet Top Blackout Drapes (Lavender Pink, 1 Pair, 34 x 45 inches)","NICETOWN","B07VV4BXDY",25.95,NA,NA,NA,NA,0.0818181818181818
"3675","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Blackout Draperies Curtains for Girls Room, Nursery Essential Thermal Insulated Grommet Top Blackout Panels (Lavender Pink, 1 Pair, 34 x 54 inches)","NICETOWN","B07VW7M1SD",26.95,NA,NA,NA,NA,0.0818181818181818
"3676","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Nursery Essential Thermal Insulated Solid Grommet Top Blackout Curtains/Drapes (1 Pair,42 x 63 inches in Baby Pink)","NICETOWN","B01KWOYITW",21.95,NA,NA,NA,NA,0.0818181818181818
"3677","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Nursery Essential Thermal Insulated Solid Grommet Top Blackout Curtains/Drapes (1 Pair,42 x 84 inches in Baby Pink)","NICETOWN","B01KWOZG8E",25.95,NA,NA,NA,NA,0.0818181818181818
"3678","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Room Darkening Drapes for Nursery - Light Blocking Curtain Panels for Bedroom Girl Room, Soft Fabric Window Treatment (Lavender Pink, 42 inches Width by 90 inches Length, 1 Pair)","NICETOWN","B07PCN1C7X",31.95,NA,NA,NA,NA,0.0818181818181818
"3679","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Room Darkening Curtain Panels for Living Room, Thermal Insulated Grommet Room Darkening Draperies/Drapes for Window (Biscotti Beige, 2 Panels, W29 x L45 -Inch)","NICETOWN","B07RMYN4VT",23.95,NA,NA,NA,NA,0.0818181818181818
"3680","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Blackout Draperies Window Curtain Panels, Autumn/Winter Thermal Insulated Solid Grommet Blackout Curtains/Drapes for Cafe (Set of 2, 34 inches by 54 inches, Black)","NICETOWN","B07VTPNW54",29.95,NA,NA,NA,NA,0.0818181818181818
"3681","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Thermal Insulated Curtains Blackout Draperies, Window Treatment Solid Grommet Room Darkening Drape Panels for Bedroom (Set of 2, 34 by 45 inches Long, Blue)","NICETOWN","B07VW8JXKY",24.95,NA,NA,NA,NA,0.0818181818181818
"3682","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Burgundy Window Curtains Blackout Drapes, Thermal Insulated Solid Grommet Blackout Curtains/Draperies for Living Room (1 Pair,29 by 45 inches,Burgundy Red)","NICETOWN","B07RNYZXXR",23.95,NA,NA,NA,NA,0.0818181818181818
"3683","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Blackout Window Curtains and Drapes for Kitchen, Window Treatment Thermal Insulated Solid Grommet Blackout Drapery Panels (Set of 2 Panels,29 by 45 Inch,Cappuccino)","NICETOWN","B07RMXMYCM",23.95,NA,NA,NA,NA,0.0818181818181818
"3684","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Window Curtains Blackout Drapes, Thermal Insulated Solid Grommet Blackout Curtains/Draperies for Living Room (Coral,One Pair,29 by 45-Inch)","NICETOWN","B07RLFTBY3",20.95,NA,NA,NA,NA,0.0818181818181818
"3685","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Blackout Curtain Panels for Living Room, Thermal Insulated Solid Grommet Top Blackout Draperies/Drapes for Christmas Window (1 Pair,29 x 45 inches in Fresh Green)","NICETOWN","B07RNY95LX",24.95,NA,NA,NA,NA,0.0818181818181818
"3686","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Grey Blackout Curtain Panels for Bedroom, Thermal Insulated Grommet Top Blackout Draperies and Drapes (2 Panels,W29 x L45 inches,Grey)","NICETOWN","B07RR2H5BH",30.95,NA,NA,NA,NA,0.0818181818181818
"3687","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Room Darkening Draperies Curtains Panels, Window Treatment Thermal Insulated Grommet Room Darkening Curtains/Drapes for Bedroom (2 Panels,29 by 45,Platinum-Greyish White)","NICETOWN","B07RMYHYY3",24.95,NA,NA,NA,NA,0.0818181818181818
"3688","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Bedroom Curtain Panels Blackout Draperies, Thermal Insulated Solid Grommet Blackout Curtains/Drapes (Hunter Green, One Pair, 34 by 45-inch)","NICETOWN","B07VZFSGKW",25.95,NA,NA,NA,NA,0.0818181818181818
"3689","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Blackout Draperies Curtains, All Season Thermal Insulated Solid Grommet Top Blackout Curtains/Drapes for Kid's Room (Navy, 1 Pair,29 x 45 Inch)","NICETOWN","B07RMX7ST1",27.95,NA,NA,NA,NA,0.0818181818181818
"3690","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Dark Blue Blackout Draperies Curtains, All Season Thermal Insulated Solid Grommet Top Blackout Curtains/Drapes for Kid's Room (1 Pair,29 x 45 inches in Navy Blue)","NICETOWN","B07RPY5J18",27.45,NA,NA,NA,NA,0.0818181818181818
"3691","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Bedroom Curtain Panels Blackout Draperies, Christmas Holiday Decor Thermal Insulated Solid Grommet Blackout Curtains/Drapes (One Pair, 34 by 45-inch, Olive Green)","NICETOWN","B07VV443ND",25.45,NA,NA,NA,NA,0.0818181818181818
"3692","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Thermal Insulated Blackout Draperies Curtains, Triple Weave Home Decoration Solid Ring Top Blackout Drape Panels for Bedroom (Set of 2,29 x 45 Inch,Royal Purple)","NICETOWN","B07RLFZXMM",25.45,NA,NA,NA,NA,0.0818181818181818
"3693","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Bedroom Curtain Panels Blackout Draperies, Thermal Insulated Solid Grommet Blackout Curtains/Drapes (Sea Teal,One Pair,29 by 45-Inch)","NICETOWN","B07RP13N71",25.45,NA,NA,NA,NA,0.0818181818181818
"3694","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Thermal Insulated Curtains Blackout Draperies, Window Treatment Solid Grommet Room Darkening Drape Panels for Bedroom (Teal Blue, Set of 2 Panels,29 by 45 inches Long)","NICETOWN","B07RTBCM7Q",26.45,NA,NA,NA,NA,0.0818181818181818
"3695","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Blackout Curtain Panels for Bedroom Window, Triple Weave Microfiber Energy Saving Thermal Insulated Solid Grommet Blackout Draperies and Drapes (1 Pair,29 inches by 45 Inch,Toffee Brown)","NICETOWN","B07RMYSQCG",27.45,NA,NA,NA,NA,0.0818181818181818
"3696","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Draperies Curtains Panels, Blocking Out 50% Sunlight Window Treatment Curtains, Grommet Top Small Window Drapes for Bedroom (2 Panels, 29 by 45, White)","NICETOWN","B07RMHZD4M",25.95,NA,NA,NA,NA,0.0818181818181818
"3697","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Window Curtains Blackout Drapes, Thermal Insulated Solid Grommet Blackout Curtains/Draperies for Living Room (Yellow, 1 Pair, 29 by 45-Inch)","NICETOWN","B07S3H4JSB",23.95,NA,NA,NA,NA,0.0818181818181818
"3698","Home & Kitchen","Home Decor","Window Treatment Hardware",NA,NA,NA,NA,"NICETOWN Cotton Tie-Backs Holdbacks for Drapes - Indoor Outdoor Curtains Hand Knitting Window Draperies Ropes (Satin Gold, 30 inches Length, Set of 2)","NICETOWN","B0791968XS",9.95,NA,NA,NA,NA,0.0818181818181818
"3699","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtain Rods",NA,NA,"NICETOWN Adjustable Spring Tension Rod - 4 Pack Curtain Rod 28"" to 48""(Approx.),Easy Installation Pole for Shower Curtain/Valances/Tiu Up Shade/Door Curtains/Vertical Blinds/Shelves","NICETOWN","B07WM2HSFV",20.99,NA,NA,NA,NA,0.0818181818181818
"3700","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Thermal Insulated Grommet Blackout Curtains for Bedroom (2 Panels, W42 x L63 -Inch,Grey)","NICETOWN","B01CS31NV6",17.97,NA,NA,NA,NA,0.0818181818181818
"3701","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Table Cloth for 6 Foot Table in Washable Polyester, Great for Buffet Table, Parties, Holiday Dinner, Wedding & More","NICETOWN","B076HHGJFY",34.08,NA,NA,NA,NA,0.0818181818181818
"3702","Patio, Lawn & Garden","Outdoor Decor","Outdoor Curtains",NA,NA,NA,NA,"NICETOWN Outdoor Patio Curtain Waterproof 84 Long, Tab Top Heavy Weight Water Resistance Sunblock Window Treatment, Keep Privacy for Gazebo/Dock (1 Piece, W52 x L84 inch, Grey)","NICETOWN","B073Z8QMBS",28.94,NA,NA,NA,NA,0.0818181818181818
"3703","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Luxury Velvet Curtain Panels - Home Decoration Window Treatment for Living Room/Bedroom/Home Theatre (2 Panel Per Pack, 96 inches Long, Grey)","NICETOWN","B01CVF5T0C",16.05,NA,NA,NA,NA,0.0818181818181818
"3704","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"AmazonBasics Room Darkening Blackout Window Curtains with Tie Backs Set, 42"" x 63"", Dark Grey","AmazonBasics","B07B3TLG6R",23.99,NA,NA,NA,NA,0.0818181818181818
"3705","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"White 52""W x 63""L Window Sheer Curtain Panels For Living Room, Bedroom, Set of 2, Elegance Curtains by Mystic Home","MysticHome","B076J8YNVT",21,NA,NA,NA,NA,0.0818181818181818
"3706","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Blackout Curtain Panels Window Draperies - (Grey Color) 52x84 Inch, 2 Pieces, Insulating Room Darkening Blackout Drapes for Bedroom","NICETOWN","B0171DM3UI",25.95,NA,NA,NA,NA,0.0818181818181818
"3707","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Grey Full Shade Curtain Panels, Pair of Energy Smart & Noise Blocking Out Blackout Drapes for Dining Room Window, Thermal Insulated Guest Room Lined Window Dressing(Gray, 52 x 84 inch)","NICETOWN","B07CJH69NS",39.88,NA,NA,NA,NA,0.0818181818181818
"3708","Home & Kitchen","Home Decor","Window Treatments","Draperies & Curtains","Panels",NA,NA,"NICETOWN Sheer Curtain Panels Bedroom - Home Decoration Solid Voile Panels with Ring Top (2-Pack, 54 Wide x 84 inch Long, White)","NICETOWN","B01BDEUBKK",13.88,NA,NA,NA,NA,0.0818181818181818
"3709","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"6 Piece Hotel Luxury Soft 1800 Series Premium Bed Sheets Set, Deep Pockets, Hypoallergenic, Wrinkle & Fade Resistant Bedding Set(Full, Ice Blue)","Danjor Linens","B079SDCQP1",25.99,NA,NA,NA,NA,0.0818181818181818
"3710","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"6 Piece Hotel Luxury Soft 1800 Series Premium Bed Sheets Set, Deep Pockets, Hypoallergenic, Wrinkle & Fade Resistant Bedding Set(King, Ice Blue)","Danjor Linens","B079RZBRFM",26.99,NA,NA,NA,NA,0.0818181818181818
"3711","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"6 Piece Hotel Luxury Soft 1800 Series Premium Bed Sheets Set, Deep Pockets, Hypoallergenic, Wrinkle & Fade Resistant Bedding Set(Queen, Ice Blue)","Danjor Linens","B079RZF425",25.99,NA,NA,NA,NA,0.0818181818181818
"3712","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"Danjor Linens 4 Piece Hotel Luxury Soft 1800 Series Premium Bed Sheets Set, Deep Pockets, Hypoallergenic, Wrinkle & Fade Resistant Bedding Set(Twin, Ice Blue)","Danjor Linens","B079RY4Q3W",19.99,NA,NA,NA,NA,0.0818181818181818
"3713","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"6 Piece Hotel Luxury Soft 1800 Series Premium Bed Sheets Set, Deep Pockets, Hypoallergenic, Wrinkle & Fade Resistant Bedding Set(Calking, Cream)","Danjor Linens","B079RZBSJ4",27.98,NA,NA,NA,NA,0.0818181818181818
"3714","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"6 Piece Hotel Luxury Soft 1800 Series Premium Bed Sheets Set, Deep Pockets, Hypoallergenic, Wrinkle & Fade Resistant Bedding Set(Calking, Gray)","Danjor Linens","B079S1RFPD",27.65,NA,NA,NA,NA,0.0818181818181818
"3715","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"6 Piece Hotel Luxury Soft 1800 Series Premium Bed Sheets Set, Deep Pockets, Hypoallergenic, Wrinkle & Fade Resistant Bedding Set(Calking, Taupe)","Danjor Linens","B079S3QGHQ",27.99,NA,NA,NA,NA,0.0818181818181818
"3716","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"6 Piece Hotel Luxury Soft 1800 Series Premium Bed Sheets Set, Deep Pockets, Hypoallergenic, Wrinkle & Fade Resistant Bedding Set(Calking, White)","Danjor Linens","B079SJSQXC",27.99,NA,NA,NA,NA,0.0818181818181818
"3717","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"Sonoro Kate Bed Sheet Set Super Soft Microfiber 1800 Thread Count Luxury Egyptian Sheets 16-Inch Deep Pocket Wrinkle and Hypoallergenic-4 Piece(Queen Dark Grey)","SONORO KATE","B06XWGVZ5R",24.5,NA,NA,NA,NA,0.0818181818181818
"3718","Home & Kitchen","Bedding","Sheets & Pillowcases","Sheet & Pillowcase Sets",NA,NA,NA,"AmazonBasics Lightweight Super Soft Easy Care Microfiber Sheet Set with 16"" Deep Pockets - Queen, Beige","AmazonBasics","B00Q7OA2XS",19.99,NA,NA,NA,NA,0.0818181818181818
"3719","Home & Kitchen","Storage & Organization","Baskets, Bins & Containers","Open Storage Bins",NA,NA,NA,"6 Pack - SimpleHouseware Foldable Cube Storage Bin, Black","Simple Houseware","B074GGTSQC",16.87,NA,NA,NA,NA,0.0818181818181818
"3720","Home & Kitchen","Storage & Organization","Baskets, Bins & Containers","Open Storage Bins",NA,NA,NA,"6 Pack - SimpleHouseware Foldable Cube Storage Bin, Brown","Simple Houseware","B01LY30G48",16.87,NA,NA,NA,NA,0.0818181818181818
"3721","Home & Kitchen","Storage & Organization","Baskets, Bins & Containers","Open Storage Bins",NA,NA,NA,"6 Pack - SimpleHouseware Foldable Cube Storage Bin, Dark Blue","Simple Houseware","B07H7VS3HK",16.97,NA,NA,NA,NA,0.0818181818181818
"3722","Home & Kitchen","Storage & Organization","Baskets, Bins & Containers","Open Storage Bins",NA,NA,NA,"6 Pack - SimpleHouseware Foldable Cube Storage Bin, Dark Grey","Simple Houseware","B074GKPGJH",16.87,NA,NA,NA,NA,0.0818181818181818
"3723","Home & Kitchen","Storage & Organization","Baskets, Bins & Containers","Open Storage Bins",NA,NA,NA,"6 Pack - SimpleHouseware Foldable Cloth Storage Cube Basket Bins Organizer, Pink (11"" H x 10.75"" W x 10.75"" D)","Simple Houseware","B07MS8WY6X",17.87,NA,NA,NA,NA,0.0818181818181818
"3724","Home & Kitchen","Storage & Organization","Baskets, Bins & Containers","Open Storage Bins",NA,NA,NA,"6 Pack - SimpleHouseware Foldable Cube Storage Bin, Red","Simple Houseware","B07H7XHWYH",16.87,NA,NA,NA,NA,0.0818181818181818
"3725","Home & Kitchen","Storage & Organization","Baskets, Bins & Containers","Open Storage Bins",NA,NA,NA,"6 Pack - SimpleHouseware Foldable Cloth Storage Cube Basket Bins Organizer, Turquoise (11"" H x 10.75"" W x 10.75"" D)","Simple Houseware","B07SHJR3QY",16.97,NA,NA,NA,NA,0.0818181818181818
"3726","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 36""W x 72""H EVA 8G Shower Curtain with Heavy Duty Clear Stones and 6 Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains without Chemical Odor-White","AmazerBath","B07PN84B2Q",11.99,NA,NA,NA,NA,0.0818181818181818
"3727","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 36""W x 72""H EVA 8G Shower Curtain with Heavy Duty Clear Stones and 6 Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains without Chemical Odor-Pink","AmazerBath","B07PQFFDFB",7.99,NA,NA,NA,NA,0.0818181818181818
"3728","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 36"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and 6 Rust-Resistant Metal Grommet Holes Waterproof Thick Bathroom Curtains Without Chemical Odor-Teal","AmazerBath","B07WNWHLQ8",9.99,NA,NA,NA,NA,0.0818181818181818
"3729","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 36"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and 6 Rust-Resistant Metal Grommet Holes Waterproof Thick Bathroom Curtains Without Chemical Odor-Navy Blue","AmazerBath","B07WTVWCJB",8.99,NA,NA,NA,NA,0.0818181818181818
"3730","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 36"" W x 72"" H EVA 8G Shower Curtain with Clear Stones and 6 Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Shower Curtains Without Chemical Odor-Khaki","AmazerBath","B07PPDC56C",8.99,NA,NA,NA,NA,0.0818181818181818
"3731","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 36"" W x 72"" H Beige EVA 8G Thick Bathroom Plastic Shower Curtains No Chemical Odor with Heavy Duty Clear Stones and 6 Rust-Resistant Grommet Holes","AmazerBath","B07PPDBCP2",9.99,NA,NA,NA,NA,0.0818181818181818
"3732","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 36"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Stones and 6 Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Turquoise","AmazerBath","B07PN85RRK",8.99,NA,NA,NA,NA,0.0818181818181818
"3733","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 36""W x 72""H EVA 8G Shower Curtain with Heavy Duty Stones and 6 Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains without Chemical Odor-Blue Purple","AmazerBath","B07PQFPP3C",7.99,NA,NA,NA,NA,0.0818181818181818
"3734","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 36"" W x 72"" H EVA 8G Thick Bathroom Shower Curtains No Smell with Heavy Duty Clear Stones and 6 Rust-Resistant Grommet Holes-Clear","AmazerBath","B07K6DWHPL",9.99,NA,NA,NA,NA,0.0818181818181818
"3735","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 36"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and 6 Rust-Resistant Metal Grommet Holes Waterproof Thick Bathroom Curtains Without Chemical Odor-Dark Grey","AmazerBath","B07WVX9NNK",10.99,NA,NA,NA,NA,0.0818181818181818
"3736","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 36"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Stones and 6 Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Frosted","AmazerBath","B07PPDTPCK",10.99,NA,NA,NA,NA,0.0818181818181818
"3737","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 72"" W x 72"" H EVA 8G Thick Bathroom Plastic Shower Curtains No Smell with Heavy Duty Clear Stones and 12 Rust-Resistant Grommet Holes-Crystal Clear","AmazerBath","B07G8BVG36",12.99,NA,NA,NA,NA,0.0818181818181818
"3738","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain, 40""W x 72""H EVA 8G Shower Curtain with Heavy Duty Clear Stones and 7 Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains without Chemical Odor-Black","AmazerBath","B07PQDPK9R",8.99,NA,NA,NA,NA,0.0818181818181818
"3739","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 48"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Black","AmazerBath","B07PQDLCCH",8.99,NA,NA,NA,NA,0.0818181818181818
